SurveyDate,Observer,Point_ID,StartNorthing,StartEasting,EndNorthing,EndEasting,ScientificName,1,2,3,4,5,6,7,8,9,10,Total
6/28/2023 8:15,DB,BC RUN,41.79237054,-71.13375005,41.79247711,-71.13285253,Spartina patens,,,X,X,X,,X,,,,4
6/28/2023 8:15,DB,BC RUN,41.79237054,-71.13375005,41.79247711,-71.13285253,Distichlis spicata,,X,,,,,,X,,,2
6/28/2023 8:15,DB,BC RUN,41.79237054,-71.13375005,41.79247711,-71.13285253,Toxicodendron radicans,X,,,,,,,,X,,2
6/28/2023 8:15,DB,BC RUN,41.79237054,-71.13375005,41.79247711,-71.13285253,Juncus balticus,,X,,,,,,,,,1
6/28/2023 8:15,DB,BC RUN,41.79237054,-71.13375005,41.79247711,-71.13285253,Thatch,,,X,X,X,X,X,,,,5
6/28/2023 8:15,DB,BC RUN,41.79237054,-71.13375005,41.79247711,-71.13285253,Phragmites australis,,,,,,,,X,,,1
6/28/2023 8:15,DB,BC RUN,41.79237054,-71.13375005,41.79247711,-71.13285253,Upland,,,,,,,,,,X,1
6/28/2023 8:54,DB,BC REF,41.79334676,-71.13344227,41.79354118,-71.13244686,Spartina patens,X,,X,X,,,,X,X,,5
6/28/2023 8:54,DB,BC REF,41.79334676,-71.13344227,41.79354118,-71.13244686,Juncus gerardii,,X,X,,X,X,X,,,,5
6/28/2023 8:54,DB,BC REF,41.79334676,-71.13344227,41.79354118,-71.13244686,Distichlis spicata,,,X,X,,,,,,,2
6/28/2023 8:54,DB,BC REF,41.79334676,-71.13344227,41.79354118,-71.13244686,Thatch,X,,,,X,,X,X,X,,5
6/28/2023 8:54,DB,BC REF,41.79334676,-71.13344227,41.79354118,-71.13244686,Open Water,,,,,,,,,,X,1
6/28/2023 10:20,DB,JP RUN (Sharp 2) [48711_p20],41.71186927,-71.28700387,41.71214139,-71.28815156,Spartina patens,,,,,,X,,,,X,2
6/28/2023 10:20,DB,JP RUN (Sharp 2) [48711_p20],41.71186927,-71.28700387,41.71214139,-71.28815156,Juncus gerardii,X,X,X,X,X,X,X,X,X,,9
6/28/2023 10:20,DB,JP RUN (Sharp 2) [48711_p20],41.71186927,-71.28700387,41.71214139,-71.28815156,Distichlis spicata,,,,,,,X,,X,X,3
6/28/2023 10:20,DB,JP RUN (Sharp 2) [48711_p20],41.71186927,-71.28700387,41.71214139,-71.28815156,Symphotrichium tenuis,,,,X,,,,X,,,2
6/28/2023 10:20,DB,JP RUN (Sharp 2) [48711_p20],41.71186927,-71.28700387,41.71214139,-71.28815156,Iva frutescens,,,,,,,,,X,,1
6/28/2023 10:40,DB,JP NAC (Sharp 1) [48711_HSH182],41.71263188,-71.28776773,41.71292246,-71.28881679,Spartina alterniflora - tall,,,,,,,,,,X,1
6/28/2023 10:40,DB,JP NAC (Sharp 1) [48711_HSH182],41.71263188,-71.28776773,41.71292246,-71.28881679,Spartina alterniflora - short,,,X,,,,,X,,,2
6/28/2023 10:40,DB,JP NAC (Sharp 1) [48711_HSH182],41.71263188,-71.28776773,41.71292246,-71.28881679,Spartina patens,,,,X,,,X,,,X,3
6/28/2023 10:40,DB,JP NAC (Sharp 1) [48711_HSH182],41.71263188,-71.28776773,41.71292246,-71.28881679,Juncus gerardii,X,,,,X,X,X,,,,4
6/28/2023 10:40,DB,JP NAC (Sharp 1) [48711_HSH182],41.71263188,-71.28776773,41.71292246,-71.28881679,Distichlis spicata,X,,,X,X,,X,,,,4
6/28/2023 10:40,DB,JP NAC (Sharp 1) [48711_HSH182],41.71263188,-71.28776773,41.71292246,-71.28881679,Triglochin maritima,,X,,,,,,,,,1
6/28/2023 10:40,DB,JP NAC (Sharp 1) [48711_HSH182],41.71263188,-71.28776773,41.71292246,-71.28881679,Symphotrichium tenuis,,,,,,X,,,,,1
6/28/2023 10:40,DB,JP NAC (Sharp 1) [48711_HSH182],41.71263188,-71.28776773,41.71292246,-71.28881679,Thatch,,,,,,,X,,X,,2
6/28/2023 10:40,DB,JP NAC (Sharp 1) [48711_HSH182],41.71263188,-71.28776773,41.71292246,-71.28881679,Standing water (panne),,,X,,X,X,,,X,,4
6/28/2023 10:40,DB,JP NAC (Sharp 1) [48711_HSH182],41.71263188,-71.28776773,41.71292246,-71.28881679,Wrack,,,,,,,,X,,,1
6/28/2023 12:18,DB,SP NAC,41.5761746,-71.20157636,41.57673226,-71.20069617,Spartina alterniflora - short,,,,,X,X,X,,,,3
6/28/2023 12:18,DB,SP NAC,41.5761746,-71.20157636,41.57673226,-71.20069617,Distichlis spicata,,,,,,,,,X,,1
6/28/2023 12:18,DB,SP NAC,41.5761746,-71.20157636,41.57673226,-71.20069617,Ruppia maritima,,X,,,,,,,,,1
6/28/2023 12:18,DB,SP NAC,41.5761746,-71.20157636,41.57673226,-71.20069617,Standing water (pool),X,X,X,X,,,,,,,4
6/28/2023 12:18,DB,SP NAC,41.5761746,-71.20157636,41.57673226,-71.20069617,Standing water (panne),,,,,,X,,X,X,,3
6/28/2023 12:18,DB,SP NAC,41.5761746,-71.20157636,41.57673226,-71.20069617,Algae (Blue green),,,,,X,X,X,,,,3
6/28/2023 12:18,DB,SP NAC,41.5761746,-71.20157636,41.57673226,-71.20069617,Algae (mat),,,,,,,,X,,,1
6/28/2023 12:18,DB,SP NAC,41.5761746,-71.20157636,41.57673226,-71.20069617,Bare ground (panne),,,,,,,,X,,X,2
6/28/2023 12:18,DB,SP NAC,41.5761746,-71.20157636,41.57673226,-71.20069617,Bare ground (mud),X,X,X,X,,,,,,,4
6/28/2023 12:45,DB,SP RUN South,41.57867822,-71.20559589,41.57885254,-71.20490522,Upland,X,,,,,,,,,,1
6/28/2023 12:45,DB,SP RUN South,41.57867822,-71.20559589,41.57885254,-71.20490522,Toxicodendron radicans,X,,,,,,,,,,1
6/28/2023 12:45,DB,SP RUN South,41.57867822,-71.20559589,41.57885254,-71.20490522,Wrack,,X,,,,,,,,,1
6/28/2023 12:45,DB,SP RUN South,41.57867822,-71.20559589,41.57885254,-71.20490522,Spartina alterniflora - short,,,,,,X,X,,,,2
6/28/2023 12:45,DB,SP RUN South,41.57867822,-71.20559589,41.57885254,-71.20490522,Distichlis spicata,,,,,,X,X,,,,2
6/28/2023 12:45,DB,SP RUN South,41.57867822,-71.20559589,41.57885254,-71.20490522,Open Water,,,,,,,,X,X,X,3
6/28/2023 12:45,DB,SP RUN South,41.57867822,-71.20559589,41.57885254,-71.20490522,Standing water (pool),,,X,X,X,,,,,,3
6/28/2023 12:45,DB,SP RUN South,41.57867822,-71.20559589,41.57885254,-71.20490522,Bare ground (mud),,,X,X,X,,,,,,3
6/28/2023 14:07,DB,SP RUN North,41.58333265,-71.20548768,41.58249058,-71.20520285,Spartina alterniflora - short,,,,,X,,,X,,,2
6/28/2023 14:07,DB,SP RUN North,41.58333265,-71.20548768,41.58249058,-71.20520285,Spartina patens,,,,,,,,,X,X,2
6/28/2023 14:07,DB,SP RUN North,41.58333265,-71.20548768,41.58249058,-71.20520285,Juncus gerardii,,X,,,,,,,,,1
6/28/2023 14:07,DB,SP RUN North,41.58333265,-71.20548768,41.58249058,-71.20520285,Distichlis spicata,,,X,X,,,,,,,2
6/28/2023 14:07,DB,SP RUN North,41.58333265,-71.20548768,41.58249058,-71.20520285,Phragmites australis,,X,,,,,,,,,1
6/28/2023 14:07,DB,SP RUN North,41.58333265,-71.20548768,41.58249058,-71.20520285,Thatch,,,X,X,,,,,X,,3
6/28/2023 14:07,DB,SP RUN North,41.58333265,-71.20548768,41.58249058,-71.20520285,Standing water (pool),,,,X,,X,X,,,,3
6/28/2023 14:07,DB,SP RUN North,41.58333265,-71.20548768,41.58249058,-71.20520285,Algae (mat),,,,,,,X,,,,1
6/28/2023 14:07,DB,SP RUN North,41.58333265,-71.20548768,41.58249058,-71.20520285,Bare ground (mud),,,,,,X,X,,,X,3
6/28/2023 14:36,DB,SP REF,41.58251169,-71.20742417,41.58208497,-71.20754417,Upland,X,X,,,,,,,,,2
6/28/2023 14:36,DB,SP REF,41.58251169,-71.20742417,41.58208497,-71.20754417,Spartina patens,,,,X,,,,,,,1
6/28/2023 14:36,DB,SP REF,41.58251169,-71.20742417,41.58208497,-71.20754417,Juncus gerardii,,,X,,,X,X,,,,3
6/28/2023 14:36,DB,SP REF,41.58251169,-71.20742417,41.58208497,-71.20754417,Distichlis spicata,,,,,X,,,,,,1
6/28/2023 14:36,DB,SP REF,41.58251169,-71.20742417,41.58208497,-71.20754417,Iva frutescens,,,X,,,,,,,,1
6/28/2023 14:36,DB,SP REF,41.58251169,-71.20742417,41.58208497,-71.20754417,Thatch,,,,,,X,X,,,,2
6/28/2023 14:36,DB,SP REF,41.58251169,-71.20742417,41.58208497,-71.20754417,Wrack,,,X,,,,,,,,1
6/28/2023 14:36,DB,SP REF,41.58251169,-71.20742417,41.58208497,-71.20754417,Open Water,,,,,,,,X,X,X,3
6/28/2023 16:10,DB,MD REF,41.45998299,-71.44896422,41.45986377,-71.44969783,Upland,X,,,,,,,,,,1
6/28/2023 16:10,DB,MD REF,41.45998299,-71.44896422,41.45986377,-71.44969783,Spartina alterniflora - short,,,X,X,X,,X,X,,,5
6/28/2023 16:10,DB,MD REF,41.45998299,-71.44896422,41.45986377,-71.44969783,Salicornia depressa,,,,,,,X,,,,1
6/28/2023 16:10,DB,MD REF,41.45998299,-71.44896422,41.45986377,-71.44969783,Thatch,,,,,,,X,,,,1
6/28/2023 16:10,DB,MD REF,41.45998299,-71.44896422,41.45986377,-71.44969783,Bare ground (Earth),,X,,,,X,,,,,2
6/28/2023 16:10,DB,MD REF,41.45998299,-71.44896422,41.45986377,-71.44969783,Open Water,,,,,,,,,X,X,2
6/28/2023 16:30,DB,MD RUN,41.4606472,-71.44812616,41.46114955,-71.44810296,Upland,X,X,,,,,,,,,2
6/28/2023 16:30,DB,MD RUN,41.4606472,-71.44812616,41.46114955,-71.44810296,Spartina alterniflora - tall,,,,,,,,X,,,1
6/28/2023 16:30,DB,MD RUN,41.4606472,-71.44812616,41.46114955,-71.44810296,Spartina alterniflora - short,,,X,,,,,,,,1
6/28/2023 16:30,DB,MD RUN,41.4606472,-71.44812616,41.46114955,-71.44810296,Spartina patens,,,,,X,X,X,,,,3
6/28/2023 16:30,DB,MD RUN,41.4606472,-71.44812616,41.46114955,-71.44810296,Distichlis spicata,,,,,,X,,,,,1
6/28/2023 16:30,DB,MD RUN,41.4606472,-71.44812616,41.46114955,-71.44810296,Symphotrichium tenuis,,,X,,,,,,,,1
6/28/2023 16:30,DB,MD RUN,41.4606472,-71.44812616,41.46114955,-71.44810296,Thatch,,,,,,X,X,,,,2
6/28/2023 16:30,DB,MD RUN,41.4606472,-71.44812616,41.46114955,-71.44810296,Bare ground (mud),,,,X,,,,,,,1
6/28/2023 16:30,DB,MD RUN,41.4606472,-71.44812616,41.46114955,-71.44810296,Open Water,,,,,,,,,X,X,2
6/28/2023 16:50,DB,MD NAC,41.46268423,-71.44946866,41.46292802,-71.45018278,Spartina alterniflora - short,,,X,,,,,,X,,2
6/28/2023 16:50,DB,MD NAC,41.46268423,-71.44946866,41.46292802,-71.45018278,Spartina patens,,,,,,,,,X,,1
6/28/2023 16:50,DB,MD NAC,41.46268423,-71.44946866,41.46292802,-71.45018278,Salicornia depressa,,,X,,,,,,,,1
6/28/2023 16:50,DB,MD NAC,41.46268423,-71.44946866,41.46292802,-71.45018278,Upland,X,X,,,,,,,,,2
6/28/2023 16:50,DB,MD NAC,41.46268423,-71.44946866,41.46292802,-71.45018278,Open Water,,,,,,,,,,X,1
6/28/2023 16:50,DB,MD NAC,41.46268423,-71.44946866,41.46292802,-71.45018278,Thatch,,,,,,,,,X,,1
6/28/2023 16:50,DB,MD NAC,41.46268423,-71.44946866,41.46292802,-71.45018278,Standing water (pool),,,,X,X,X,X,,,,4
6/28/2023 16:50,DB,MD NAC,41.46268423,-71.44946866,41.46292802,-71.45018278,Standing water (panne),,,,,,,,X,,,1
6/28/2023 16:50,DB,MD NAC,41.46268423,-71.44946866,41.46292802,-71.45018278,Bare ground (mud),,,,X,X,X,X,X,,,5
6/29/2023 8:35,DB,WPTL NAC (Sharp 1) [51853_p22],41.33172452,-71.76638302,41.33204312,-71.76753333,Spartina alterniflora - short,X,,,,X,,,X,,,3
6/29/2023 8:35,DB,WPTL NAC (Sharp 1) [51853_p22],41.33172452,-71.76638302,41.33204312,-71.76753333,Spartina patens,,,X,X,,,,,,,2
6/29/2023 8:35,DB,WPTL NAC (Sharp 1) [51853_p22],41.33172452,-71.76638302,41.33204312,-71.76753333,Distichlis spicata,,,X,X,,,,,,,2
6/29/2023 8:35,DB,WPTL NAC (Sharp 1) [51853_p22],41.33172452,-71.76638302,41.33204312,-71.76753333,Standing water (pool),,X,,,X,X,,,X,,4
6/29/2023 8:35,DB,WPTL NAC (Sharp 1) [51853_p22],41.33172452,-71.76638302,41.33204312,-71.76753333,Standing water (ditch),,,,,,,X,,,,1
6/29/2023 8:35,DB,WPTL NAC (Sharp 1) [51853_p22],41.33172452,-71.76638302,41.33204312,-71.76753333,Bare ground (mud),,,,,,X,X,,X,X,4
6/29/2023 9:20,DB,WPTL RUN,41.32984843,-71.76842477,41.33064738,-71.7688077,Spartina alterniflora - tall,,X,X,,,X,,,,,3
6/29/2023 9:20,DB,WPTL RUN,41.32984843,-71.76842477,41.33064738,-71.7688077,Spartina alterniflora - short,,,,,,,X,,,,1
6/29/2023 9:20,DB,WPTL RUN,41.32984843,-71.76842477,41.33064738,-71.7688077,Spartina patens,X,,,,,,,,,X,2
6/29/2023 9:20,DB,WPTL RUN,41.32984843,-71.76842477,41.33064738,-71.7688077,Distichlis spicata,,,,X,X,,X,X,X,X,6
6/29/2023 9:20,DB,WPTL RUN,41.32984843,-71.76842477,41.33064738,-71.7688077,Iva frutescens,X,,,,,,,,,,1
6/29/2023 9:20,DB,WPTL RUN,41.32984843,-71.76842477,41.33064738,-71.7688077,Salicornia depressa,,,,X,,,,,,,1
6/29/2023 9:20,DB,WPTL RUN,41.32984843,-71.76842477,41.33064738,-71.7688077,Thatch,,,,,,,,X,,X,2
6/29/2023 9:20,DB,WPTL RUN,41.32984843,-71.76842477,41.33064738,-71.7688077,Standing water (panne),,,,,,X,,,,,1
6/29/2023 11:00,DB,WPTL REF (Sharp 3) [51460_p7],41.33611499,-71.7662769,41.33663243,-71.76597149,Spartina alterniflora - tall,,,X,,X,,,,,,2
6/29/2023 11:00,DB,WPTL REF (Sharp 3) [51460_p7],41.33611499,-71.7662769,41.33663243,-71.76597149,Spartina alterniflora - short,X,X,,,,,X,,,,3
6/29/2023 11:00,DB,WPTL REF (Sharp 3) [51460_p7],41.33611499,-71.7662769,41.33663243,-71.76597149,Spartina patens,,,,,,X,X,,,,2
6/29/2023 11:00,DB,WPTL REF (Sharp 3) [51460_p7],41.33611499,-71.7662769,41.33663243,-71.76597149,Salicornia bigelowii,X,,,,,,,,,,1
6/29/2023 11:00,DB,WPTL REF (Sharp 3) [51460_p7],41.33611499,-71.7662769,41.33663243,-71.76597149,Salicornia depressa,,,,,,X,,,,,1
6/29/2023 11:00,DB,WPTL REF (Sharp 3) [51460_p7],41.33611499,-71.7662769,41.33663243,-71.76597149,Thatch,,,,,,,X,,,,1
6/29/2023 11:00,DB,WPTL REF (Sharp 3) [51460_p7],41.33611499,-71.7662769,41.33663243,-71.76597149,Standing water (panne),,X,X,,,,,,,,2
6/29/2023 11:00,DB,WPTL REF (Sharp 3) [51460_p7],41.33611499,-71.7662769,41.33663243,-71.76597149,Standing water (ditch),,,,X,,,,,,,1
6/29/2023 11:00,DB,WPTL REF (Sharp 3) [51460_p7],41.33611499,-71.7662769,41.33663243,-71.76597149,Bare ground (mud),,,,X,,,,,,,1
6/29/2023 11:00,DB,WPTL REF (Sharp 3) [51460_p7],41.33611499,-71.7662769,41.33663243,-71.76597149,Open Water,,,,,,,,X,X,X,3
6/29/2023 9:54,DB,WPF NAC (Sharp 2) [51853_HSH236],41.32977284,-71.77361493,41.33064694,-71.77334925,Spartina alterniflora - tall,,,,,,,,,,X,1
6/29/2023 9:54,DB,WPF NAC (Sharp 2) [51853_HSH236],41.32977284,-71.77361493,41.33064694,-71.77334925,Spartina alterniflora - short,X,,,,,,,X,X,,3
6/29/2023 9:54,DB,WPF NAC (Sharp 2) [51853_HSH236],41.32977284,-71.77361493,41.33064694,-71.77334925,Distichlis spicata,,,,,,,X,,,,1
6/29/2023 9:54,DB,WPF NAC (Sharp 2) [51853_HSH236],41.32977284,-71.77361493,41.33064694,-71.77334925,Salicornia sp.,,,,,,,X,,,,1
6/29/2023 9:54,DB,WPF NAC (Sharp 2) [51853_HSH236],41.32977284,-71.77361493,41.33064694,-71.77334925,Standing water (pool),,X,X,X,X,X,,,,,5
6/29/2023 9:54,DB,WPF NAC (Sharp 2) [51853_HSH236],41.32977284,-71.77361493,41.33064694,-71.77334925,Standing water (panne),,,,,,,,X,,,1
6/29/2023 9:54,DB,WPF NAC (Sharp 2) [51853_HSH236],41.32977284,-71.77361493,41.33064694,-71.77334925,Bare ground (mud),,X,X,X,X,X,,,,,5
6/29/2023 10:20,DB,WPF RUN (Sharp 1) [51853_p20],41.32960577,-71.77598548,41.33055986,-71.77591248,Spartina alterniflora - short,,X,,X,,,X,,,,3
6/29/2023 10:20,DB,WPF RUN (Sharp 1) [51853_p20],41.32960577,-71.77598548,41.33055986,-71.77591248,Spartina patens,,,X,,,,,,,,1
6/29/2023 10:20,DB,WPF RUN (Sharp 1) [51853_p20],41.32960577,-71.77598548,41.33055986,-71.77591248,Distichlis spicata,X,,X,,,,,X,,,3
6/29/2023 10:20,DB,WPF RUN (Sharp 1) [51853_p20],41.32960577,-71.77598548,41.33055986,-71.77591248,Thatch,X,,X,,,,,,,,2
6/29/2023 10:20,DB,WPF RUN (Sharp 1) [51853_p20],41.32960577,-71.77598548,41.33055986,-71.77591248,Standing water (panne),,,,X,,,,,X,X,3
6/29/2023 10:20,DB,WPF RUN (Sharp 1) [51853_p20],41.32960577,-71.77598548,41.33055986,-71.77591248,Bare ground (mud),,,,,X,X,,,X,X,4
6/29/2023 12:30,EG,PP RUN (Sharp 2) [220058_HSH227],41.37929844,-71.52708793,41.37924384,-71.52826669,Spartina alterniflora - short,X,X,,,X,,,,,,3
6/29/2023 12:30,EG,PP RUN (Sharp 2) [220058_HSH227],41.37929844,-71.52708793,41.37924384,-71.52826669,Standing water (runnel),X,,,,,,,,,,1
6/29/2023 12:30,EG,PP RUN (Sharp 2) [220058_HSH227],41.37929844,-71.52708793,41.37924384,-71.52826669,Standing water (pool),,,,X,,,X,X,X,X,5
6/29/2023 12:30,EG,PP RUN (Sharp 2) [220058_HSH227],41.37929844,-71.52708793,41.37924384,-71.52826669,Standing water (panne),,,,,,X,,,,,1
6/29/2023 12:30,EG,PP RUN (Sharp 2) [220058_HSH227],41.37929844,-71.52708793,41.37924384,-71.52826669,Bare ground (mud),,,X,X,,X,X,X,X,X,7
6/29/2023 12:52,EG,PP REF (Sharp 1) [220058_HSH228],41.37839612,-71.53135836,41.37876262,-71.53174752,Spartina alterniflora - short,,,,,,X,X,X,X,X,5
6/29/2023 12:52,EG,PP REF (Sharp 1) [220058_HSH228],41.37839612,-71.53135836,41.37876262,-71.53174752,Spartina patens,,,,,X,X,,,,,2
6/29/2023 12:52,EG,PP REF (Sharp 1) [220058_HSH228],41.37839612,-71.53135836,41.37876262,-71.53174752,Iva frutescens,,,,,X,,,,,,1
6/29/2023 12:52,EG,PP REF (Sharp 1) [220058_HSH228],41.37839612,-71.53135836,41.37876262,-71.53174752,Salicornia depressa,,,,,,,,X,,,1
6/29/2023 12:52,EG,PP REF (Sharp 1) [220058_HSH228],41.37839612,-71.53135836,41.37876262,-71.53174752,Upland,X,X,X,X,,,,,,,4
6/29/2023 12:52,EG,PP REF (Sharp 1) [220058_HSH228],41.37839612,-71.53135836,41.37876262,-71.53174752,Standing water (panne),,,,,,,,X,X,,2
6/29/2023 13:50,EG,PP NAC (Sharp 3) [220058_HSH224],41.38171121,-71.52338009,41.38198755,-71.52396677,Spartina alterniflora - tall,,X,,,X,X,,,,,3
